ticket,opening_time_utc,closing_time_utc,type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission,swap,profit,equity,margin_level,close_reason
2941111545,2026-07-09T08:52:09,2026-07-09T08:57:31,buy,0.01,0.01,XAUUSDm,4109.834,4108.423,,,,,-1.41,-13.72,,so
2941111544,2026-07-09T08:52:09,2026-07-09T08:57:31,buy,0.01,0.01,XAUUSDm,4109.834,4108.423,,,,,-1.41,-13.72,,so
2941111543,2026-07-09T08:52:09,2026-07-09T08:57:31,buy,0.01,0.01,XAUUSDm,4109.834,4108.423,,,,,-1.41,-13.72,,so
2941111540,2026-07-09T08:52:09,2026-07-09T08:57:31,buy,0.01,0.01,XAUUSDm,4109.834,4108.423,,,,,-1.41,-13.72,,so
2941096542,2026-07-09T08:48:17,2026-07-09T08:57:31,buy,0.01,0.01,XAUUSDm,4109.849,4108.423,,,,,-1.43,-13.72,,so
2941096520,2026-07-09T08:48:17,2026-07-09T08:57:31,buy,0.01,0.01,XAUUSDm,4109.849,4108.423,,,,,-1.43,-13.72,,so
2941095323,2026-07-09T08:47:59,2026-07-09T08:57:31,buy,0.01,0.01,XAUUSDm,4109.903,4108.423,,,,,-1.48,-13.72,,so
2941112605,2026-07-09T08:52:25,2026-07-09T08:57:31,buy,0.01,0.01,XAUUSDm,4109.912,4108.423,,,,,-1.49,-13.72,,so
2941096571,2026-07-09T08:48:18,2026-07-09T08:57:31,buy,0.01,0.01,XAUUSDm,4109.941,4108.423,,4112.911,,,-1.52,-13.72,,so
2941096258,2026-07-09T08:48:14,2026-07-09T08:57:31,buy,0.01,0.01,XAUUSDm,4109.961,4108.423,,,,,-1.54,-11.26,,so
2941095477,2026-07-09T08:48:01,2026-07-09T08:57:31,buy,0.01,0.01,XAUUSDm,4109.992,4108.484,,,,,-1.51,-11.2,,so
2941076380,2026-07-09T08:44:17,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4113.829,4112.962,,,,,-0.87,-10.67,,so
2941076376,2026-07-09T08:44:17,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4113.829,4112.962,,,,,-0.87,-10.67,,so
2941076375,2026-07-09T08:44:17,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4113.829,4112.962,,,,,-0.87,-10.67,,so
2941076374,2026-07-09T08:44:17,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4113.829,4112.962,,,,,-0.87,-10.67,,so
2941076575,2026-07-09T08:44:21,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4113.994,4112.962,,,,,-1.03,-10.67,,so
2941076574,2026-07-09T08:44:21,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4113.994,4112.962,,,,,-1.03,-10.67,,so
2941076573,2026-07-09T08:44:21,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4113.994,4112.962,,,,,-1.03,-10.67,,so
2941076607,2026-07-09T08:44:22,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.052,4112.962,,,,,-1.09,-10.67,,so
2941076599,2026-07-09T08:44:22,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.052,4112.962,,,,,-1.09,-10.67,,so
2941076933,2026-07-09T08:44:27,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.096,4112.962,,,,,-1.14,-10.67,,so
2941076716,2026-07-09T08:44:23,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.103,4112.962,,,,,-1.14,-10.67,,so
2941076713,2026-07-09T08:44:23,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.103,4112.962,,,,,-1.14,-10.67,,so
2941076844,2026-07-09T08:44:25,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.124,4112.962,,,,,-1.16,-10.67,,so
2941076772,2026-07-09T08:44:24,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.126,4112.962,,,,,-1.17,-10.67,,so
2941076771,2026-07-09T08:44:24,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.126,4112.962,,,,,-1.17,-10.67,,so
2941076522,2026-07-09T08:44:20,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.125,4112.962,,,,,-1.17,-10.67,,so
2941076512,2026-07-09T08:44:20,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.125,4112.962,,,,,-1.17,-10.67,,so
2941076511,2026-07-09T08:44:20,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.125,4112.962,,,,,-1.17,-10.67,,so
2941076510,2026-07-09T08:44:20,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.125,4112.962,,,,,-1.17,-10.67,,so
2941076509,2026-07-09T08:44:20,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.125,4112.962,,,,,-1.17,-10.67,,so
2941076487,2026-07-09T08:44:19,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.125,4112.962,,,,,-1.17,-10.67,,so
2941076481,2026-07-09T08:44:19,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.125,4112.962,,,,,-1.17,-10.67,,so
2941076480,2026-07-09T08:44:19,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.125,4112.962,,,,,-1.17,-10.67,,so
2941076709,2026-07-09T08:44:23,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.165,4112.962,,,,,-1.21,-10.67,,so
2941076708,2026-07-09T08:44:23,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.165,4112.962,,,,,-1.21,-10.67,,so
2941076706,2026-07-09T08:44:23,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.165,4112.962,,,,,-1.21,-10.67,,so
2941076800,2026-07-09T08:44:25,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.292,4112.962,,,,,-1.33,-10.67,,so
2941076795,2026-07-09T08:44:25,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.292,4112.962,,,,,-1.33,-10.67,,so
2941076467,2026-07-09T08:44:18,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.333,4112.962,,,,,-1.37,-10.67,,so
2941076462,2026-07-09T08:44:18,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.333,4112.962,,,,,-1.37,-10.67,,so
2941076461,2026-07-09T08:44:18,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.333,4113.022,,,,,-1.31,-8.87,,so
2941076437,2026-07-09T08:44:18,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.333,4113.022,,,,,-1.31,-8.87,,so
2941076421,2026-07-09T08:44:18,2026-07-09T08:45:12,buy,0.01,0.01,XAUUSDm,4114.333,4113.022,,,,,-1.31,-8.87,,so
2941076667,2026-07-09T08:44:22,2026-07-09T08:45:11,buy,0.01,0.01,XAUUSDm,4114.358,4113.022,,,,,-1.34,-8.87,,so
2941076631,2026-07-09T08:44:22,2026-07-09T08:45:11,buy,0.01,0.01,XAUUSDm,4114.358,4113.022,,,,,-1.34,-8.87,,so
2941066483,2026-07-09T08:41:30,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4114.157,4114.838,,,,,-0.68,-1.1400000000000001,,so
2941066484,2026-07-09T08:41:30,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4114.157,4114.838,,,,,-0.68,-1.1400000000000001,,so
2941066022,2026-07-09T08:41:29,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4114.158,4114.838,,,,,-0.68,-1.1400000000000001,,so
2941066016,2026-07-09T08:41:29,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4114.158,4114.838,,,,,-0.68,-1.1400000000000001,,so
2941065612,2026-07-09T08:41:20,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4114.137,4114.838,,,,,-0.7,-1.1400000000000001,,so
2941065568,2026-07-09T08:41:19,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4114.137,4114.838,,,,,-0.7,-1.1400000000000001,,so
2941065557,2026-07-09T08:41:19,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4114.135,4114.838,,,,,-0.7,-1.1400000000000001,,so
2941066522,2026-07-09T08:41:31,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4114.102,4114.838,,,,,-0.74,-1.1400000000000001,,so
2941065913,2026-07-09T08:41:28,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4113.986,4114.838,,,,,-0.85,-1.1400000000000001,,so
2941065912,2026-07-09T08:41:28,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4113.986,4114.838,,,,,-0.85,-1.1400000000000001,,so
2941065911,2026-07-09T08:41:28,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4113.986,4114.838,,,,,-0.85,-1.1400000000000001,,so
2941065362,2026-07-09T08:41:13,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4113.909,4114.838,,,,,-0.93,-1.1400000000000001,,so
2941065854,2026-07-09T08:41:27,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4113.783,4114.838,,,,,-1.06,-1.1400000000000001,,so
2941065073,2026-07-09T08:41:10,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4113.676,4114.838,,,,,-1.16,-1.1400000000000001,,so
2941065071,2026-07-09T08:41:10,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4113.676,4114.838,,,,,-1.16,-1.1400000000000001,,so
2941064253,2026-07-09T08:40:59,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4113.589,4114.838,,,,,-1.25,-1.1400000000000001,,so
2941064366,2026-07-09T08:41:01,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4113.554,4114.838,,,,,-1.29,-1.1400000000000001,,so
2941064192,2026-07-09T08:40:58,2026-07-09T08:41:53,sell,0.01,0.01,XAUUSDm,4113.551,4114.838,,,,,-1.29,-1.1400000000000001,,so
2941064162,2026-07-09T08:40:58,2026-07-09T08:41:51,sell,0.01,0.01,XAUUSDm,4113.551,4114.535,,,,,-0.99,1.38,,so
2941065153,2026-07-09T08:41:12,2026-07-09T08:41:51,sell,0.01,0.01,XAUUSDm,4113.537,4114.821,,,,,-1.28,-1.06,,so
2941064540,2026-07-09T08:41:03,2026-07-09T08:41:51,sell,0.01,0.01,XAUUSDm,4113.53,4114.976,,,,,-1.45,-4.26,,so
2941065132,2026-07-09T08:41:11,2026-07-09T08:41:51,sell,0.01,0.01,XAUUSDm,4113.486,4114.976,,,,,-1.49,-4.26,,so
2941065093,2026-07-09T08:41:11,2026-07-09T08:41:51,sell,0.01,0.01,XAUUSDm,4113.489,4114.976,,,,,-1.49,-4.26,,so
2941064972,2026-07-09T08:41:07,2026-07-09T08:41:51,sell,0.01,0.01,XAUUSDm,4113.468,4114.976,,,,,-1.51,-4.26,,so
2941065007,2026-07-09T08:41:09,2026-07-09T08:41:51,sell,0.01,0.01,XAUUSDm,4113.448,4114.976,,,,,-1.53,-4.26,,so
2941064125,2026-07-09T08:40:57,2026-07-09T08:41:51,sell,0.01,0.01,XAUUSDm,4113.388,4114.976,,,,,-1.59,-7.01,,so
2941064890,2026-07-09T08:41:05,2026-07-09T08:41:51,sell,0.01,0.01,XAUUSDm,4113.262,4114.976,,,,,-1.72,-7.12,,so
2941064417,2026-07-09T08:41:02,2026-07-09T08:41:51,sell,0.01,0.01,XAUUSDm,4113.251,4115.091,,,,,-1.84,-5.88,,so
2941055696,2026-07-09T08:38:31,2026-07-09T08:39:20,sell,0.01,0.01,XAUUSDm,4114.586,4115.392,,,,,-0.8,-0.61,,so
2941055780,2026-07-09T08:38:32,2026-07-09T08:39:20,sell,0.01,0.01,XAUUSDm,4114.374,4115.392,,,,,-1.02,-0.61,,so
2941055483,2026-07-09T08:38:29,2026-07-09T08:39:20,sell,0.01,0.01,XAUUSDm,4114.163,4115.392,,,,,-1.23,-0.61,,so
2941054465,2026-07-09T08:38:16,2026-07-09T08:39:20,sell,0.01,0.01,XAUUSDm,4114.013,4115.392,,,,,-1.38,-0.61,,so
2941054458,2026-07-09T08:38:16,2026-07-09T08:39:20,sell,0.01,0.01,XAUUSDm,4114.013,4115.392,,,,,-1.38,-0.61,,so
2941054457,2026-07-09T08:38:16,2026-07-09T08:39:20,sell,0.01,0.01,XAUUSDm,4114.013,4115.392,,,,,-1.38,-0.61,,so
2941054419,2026-07-09T08:38:16,2026-07-09T08:39:20,sell,0.01,0.01,XAUUSDm,4113.959,4115.392,,,,,-1.43,-0.61,,so
2941054190,2026-07-09T08:38:13,2026-07-09T08:39:20,sell,0.01,0.01,XAUUSDm,4113.568,4115.392,,,,,-1.82,-0.61,,so
2941054131,2026-07-09T08:38:12,2026-07-09T08:39:20,sell,0.01,0.01,XAUUSDm,4113.486,4115.392,,,,,-1.9,-0.61,,so
2941054130,2026-07-09T08:38:12,2026-07-09T08:39:20,sell,0.01,0.01,XAUUSDm,4113.486,4115.392,,,,,-1.9,-0.61,,so
2941053841,2026-07-09T08:38:04,2026-07-09T08:39:20,sell,0.01,0.01,XAUUSDm,4113.373,4115.392,,,,,-2.02,-0.61,,so
2941053828,2026-07-09T08:38:04,2026-07-09T08:39:20,sell,0.01,0.01,XAUUSDm,4113.373,4115.392,,,,,-2.02,-0.61,,so
2941053781,2026-07-09T08:38:03,2026-07-09T08:39:20,sell,0.01,0.01,XAUUSDm,4113.324,4115.392,,,,,-2.07,-0.61,,so
2934046218,2026-07-07T23:22:53,2026-07-07T23:23:11,buy,0.01,0.01,XAUUSDm,4101.647,4101.3910000000005,,,,,-0.26,,,user
2932223664,2026-07-07T14:11:10,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4154.239,4155.528,,,,,-1.29,-9.37,,so
2932223654,2026-07-07T14:11:10,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4154.069,4155.528,,,,,-1.46,-9.37,,so
2932218529,2026-07-07T14:10:26,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4153.875,4155.528,,,,,-1.65,-9.37,,so
2932218557,2026-07-07T14:10:26,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4153.825,4155.528,,,,,-1.7,-9.37,,so
2932218749,2026-07-07T14:10:27,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4153.816,4155.528,,,,,-1.71,-9.37,,so
2932218735,2026-07-07T14:10:27,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4153.816,4155.528,,,,,-1.71,-9.37,,so
2932218562,2026-07-07T14:10:26,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4153.709,4155.528,,,,,-1.82,-9.37,,so
2932218669,2026-07-07T14:10:27,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4153.7,4155.528,,,,,-1.83,-9.37,,so
2932218614,2026-07-07T14:10:26,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4153.649,4155.528,,,,,-1.88,-9.37,,so
2932218495,2026-07-07T14:10:26,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4153.645,4155.528,,,,,-1.88,-9.37,,so
2932218486,2026-07-07T14:10:25,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4153.594,4155.528,,4140.235,,,-1.94,-9.37,,so
2932223059,2026-07-07T14:11:05,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4152.96,4155.528,,,,,-2.57,-9.37,,so
2932223044,2026-07-07T14:11:05,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4152.96,4155.528,,,,,-2.57,-8.65,,so
2932223019,2026-07-07T14:11:04,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4152.847,4155.465,,,,,-2.62,-8.59,,so
2932222828,2026-07-07T14:11:02,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4152.794,4155.465,,,,,-2.68,-7.61,,so
2932222808,2026-07-07T14:11:02,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4152.785,4155.465,,,,,-2.68,-7.54,,so
2932222856,2026-07-07T14:11:03,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4152.515,4155.465,,,,,-2.95,-6.51,,so
2932222892,2026-07-07T14:11:03,2026-07-07T14:11:19,sell,0.01,0.01,XAUUSDm,4152.429,4155.401,,,,,-2.97,-6.38,,so
2930725874,2026-07-07T09:44:06,2026-07-07T10:18:01,sell,0.01,0.01,XAUUSDm,4133.489,4135.633,4135.633,,,,-2.14,,,sl
2930721244,2026-07-07T09:18:39,2026-07-07T10:18:01,sell,0.01,0.01,XAUUSDm,4129.295,4135.442,4135.442,,,,-6.14,,,sl
2930480802,2026-07-07T08:13:43,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4138.596,4136.8769999999995,,,,,1.72,,,user
2930480656,2026-07-07T08:13:41,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4138.325,4136.8769999999995,,,,,1.45,,,user
2930479089,2026-07-07T08:13:32,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4136.544,4136.8769999999995,,,,,-0.34,,,user
2930480716,2026-07-07T08:13:42,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4138.385,4136.8769999999995,,,,,1.51,,,user
2930480392,2026-07-07T08:13:39,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4138.597,4136.8769999999995,,,,,1.72,,,user
2930479049,2026-07-07T08:13:31,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4136.586,4136.8769999999995,,,,,-0.29,,,user
2930479042,2026-07-07T08:13:31,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4136.586,4136.8769999999995,,,,,-0.29,,,user
2930478765,2026-07-07T08:13:27,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4136.725,4136.8769999999995,,,,,-0.15,,,user
2930478766,2026-07-07T08:13:27,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4136.725,4136.8769999999995,,,,,-0.15,,,user
2930478794,2026-07-07T08:13:27,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4136.602,4136.8769999999995,,,,,-0.28,,,user
2930478720,2026-07-07T08:13:26,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4136.814,4136.8769999999995,,,,,-0.07,,,user
2930478682,2026-07-07T08:13:25,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4136.647,4136.8769999999995,,,,,-0.23,,,user
2930478616,2026-07-07T08:13:23,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4136.623,4136.8769999999995,,,,,-0.26,,,user
2930478688,2026-07-07T08:13:25,2026-07-07T08:15:40,sell,0.01,0.01,XAUUSDm,4136.814,4136.8769999999995,,,,,-0.07,,,user
2930478974,2026-07-07T08:13:30,2026-07-07T08:14:26,sell,0.01,0.01,XAUUSDm,4136.399,4139.53,,,,,-3.13,3.92,,so
2930472582,2026-07-07T08:12:24,2026-07-07T08:13:08,buy,0.01,0.01,XAUUSDm,4136.784,4137.213,,,,,0.43,,,user
2930472558,2026-07-07T08:12:24,2026-07-07T08:13:08,buy,0.01,0.01,XAUUSDm,4136.896,4137.213,,,,,0.31,,,user
2930472560,2026-07-07T08:12:24,2026-07-07T08:13:08,buy,0.01,0.01,XAUUSDm,4136.896,4137.213,,,,,0.31,,,user
2930472581,2026-07-07T08:12:24,2026-07-07T08:13:08,buy,0.01,0.01,XAUUSDm,4136.784,4137.213,,,,,0.43,,,user
2930472527,2026-07-07T08:12:23,2026-07-07T08:13:08,buy,0.01,0.01,XAUUSDm,4136.896,4137.213,,4139.79,,,0.31,,,user
2926977756,2026-07-06T12:44:11,2026-07-07T01:20:37,buy,0.01,0.01,XAUUSDm,4133.374,4134.051,4134.051,,,,0.68,,,sl
2919616261,2026-07-06T09:30:38,2026-07-06T12:42:15,buy,0.01,0.01,XAUUSDm,4139.872,4132.256,4132.256,,,,-7.61,,,sl
2919697235,2026-07-03T06:54:00,2026-07-03T06:54:46,buy,0.01,0.01,XAUUSDm,4174.034,4173.121,,,,,-0.91,,,user
2919697930,2026-07-03T06:54:10,2026-07-03T06:54:46,buy,0.01,0.01,XAUUSDm,4174.175,4173.121,,,,,-1.06,,,user
2919697696,2026-07-03T06:54:07,2026-07-03T06:54:46,buy,0.01,0.01,XAUUSDm,4173.913,4173.121,,,,,-0.79,,,user
2919696704,2026-07-03T06:53:50,2026-07-03T06:54:46,buy,0.01,0.01,XAUUSDm,4174.45,4173.121,,,,,-1.33,,,user
2919696696,2026-07-03T06:53:50,2026-07-03T06:54:46,buy,0.01,0.01,XAUUSDm,4174.45,4173.121,,,,,-1.33,,,user
2919697567,2026-07-03T06:54:06,2026-07-03T06:54:46,buy,0.01,0.01,XAUUSDm,4174.123,4173.121,,,,,-1,,,user
2919696757,2026-07-03T06:53:51,2026-07-03T06:54:46,buy,0.01,0.01,XAUUSDm,4174.514,4173.121,,,,,-1.39,,,user
2919697158,2026-07-03T06:53:59,2026-07-03T06:54:46,buy,0.01,0.01,XAUUSDm,4174.084,4173.121,,,,,-0.96,,,user
2919696743,2026-07-03T06:53:51,2026-07-03T06:54:46,buy,0.01,0.01,XAUUSDm,4174.514,4173.121,,,,,-1.39,,,user
2919619054,2026-07-03T06:24:13,2026-07-03T06:33:17,sell,0.01,0.01,XAUUSDm,4164.262,4166.8009999999995,,,,,-2.54,,,user
2919619191,2026-07-03T06:24:17,2026-07-03T06:33:17,sell,0.01,0.01,XAUUSDm,4164.836,4166.8009999999995,,,,,-1.96,,,user
2919618704,2026-07-03T06:24:02,2026-07-03T06:33:17,sell,0.01,0.01,XAUUSDm,4163.882,4166.8009999999995,,,,,-2.92,,,user
2914204853,2026-07-02T00:43:42,2026-07-02T00:44:44,buy,0.01,0.01,XAUUSDm,4039.169,4039.137,,,,,-0.03,,,user
2914204842,2026-07-02T00:43:42,2026-07-02T00:44:44,buy,0.01,0.01,XAUUSDm,4039.341,4039.137,,,,,-0.2,,,user
2914204852,2026-07-02T00:43:42,2026-07-02T00:44:44,buy,0.01,0.01,XAUUSDm,4039.169,4039.137,,,,,-0.03,,,user
2914204843,2026-07-02T00:43:42,2026-07-02T00:44:44,buy,0.01,0.01,XAUUSDm,4039.341,4039.137,,,,,-0.2,,,user
2914204841,2026-07-02T00:43:42,2026-07-02T00:44:44,buy,0.01,0.01,XAUUSDm,4039.341,4039.137,,,,,-0.2,,,user
2914204844,2026-07-02T00:43:42,2026-07-02T00:44:44,buy,0.01,0.01,XAUUSDm,4039.341,4039.137,,,,,-0.2,,,user
2912299926,2026-07-01T14:17:20,2026-07-01T14:17:28,sell,0.01,0.01,XAUUSDm,4090.582,4090.9739999999997,,,,,-0.39,,,user
2912298420,2026-07-01T14:16:56,2026-07-01T14:17:17,sell,0.01,0.01,XAUUSDm,4092.067,4091.451,,,,,0.62,,,user
2912294061,2026-07-01T14:16:06,2026-07-01T14:16:52,sell,0.01,0.01,XAUUSDm,4091.885,4092.4359999999997,,,,,-0.55,,,user
2912282949,2026-07-01T14:14:37,2026-07-01T14:15:02,buy,0.01,0.01,XAUUSDm,4093.586,4090.632,4091.262,,,,-2.96,,,sl
2912279232,2026-07-01T14:14:03,2026-07-01T14:14:19,sell,0.01,0.01,XAUUSDm,4093.875,4093.5719999999997,,,,,0.31,,,user
2912279144,2026-07-01T14:14:02,2026-07-01T14:14:19,sell,0.01,0.01,XAUUSDm,4093.65,4093.5719999999997,,,,,0.08,,,user
2912278782,2026-07-01T14:13:59,2026-07-01T14:14:19,sell,0.01,0.01,XAUUSDm,4094.191,4093.5719999999997,,,,,0.62,,,user
2912279027,2026-07-01T14:14:01,2026-07-01T14:14:19,sell,0.01,0.01,XAUUSDm,4093.658,4093.5719999999997,,,,,0.09,,,user
2912279326,2026-07-01T14:14:05,2026-07-01T14:14:19,sell,0.01,0.01,XAUUSDm,4093.859,4093.5719999999997,,,,,0.29,,,user
2912262957,2026-07-01T14:12:03,2026-07-01T14:13:33,sell,0.01,0.01,XAUUSDm,4097.717,4097.356,4097.356,,,,0.36,,,sl
2912262674,2026-07-01T14:12:00,2026-07-01T14:12:57,sell,0.01,0.01,XAUUSDm,4097.822,4094.9,,,,,2.92,,,user
2912262535,2026-07-01T14:12:00,2026-07-01T14:12:54,sell,0.01,0.01,XAUUSDm,4097.02,4095.2169999999996,,,,,1.8,,,user
2912246275,2026-07-01T14:10:17,2026-07-01T14:10:53,buy,0.01,0.01,XAUUSDm,4096.147,4097.263,,,,,1.11,,,user
2912245969,2026-07-01T14:10:16,2026-07-01T14:10:53,buy,0.01,0.01,XAUUSDm,4096.377,4097.263,,,,,0.88,,,user
2912241790,2026-07-01T14:09:42,2026-07-01T14:10:11,sell,0.01,0.01,XAUUSDm,4093.588,4096.513,4096.513,,,,-2.92,,,sl
